feedback_id,feedback_date,source,product_area,product_name,rating_score,sentiment_score,nps_score,linked_case_id,verbatim_text
FB001334,2025-06-27,Play Store Review,Account & Billing,Jonly Hub Mini,4,0.5,,,The Account & Billing experience is much better after the latest update.
FB001335,2025-07-02,Post-Contact Survey,Account & Billing,Jonly Hub Mini,1,-0.88,10.0,JNL002457,Still having issues with the Account & Billing despite multiple contacts with Jonly support.
FB001336,2025-05-22,Social,Mobile App,Jonly Hub Mini,5,0.38,7.0,JNL000825,"Very happy with my Jonly Hub Mini from Jonly, everything works smoothly."
FB001337,2025-05-17,App Store Review,Doorbell & Entry,Jonly Doorbell Pro,2,-0.07,,JNL001247,Billing for my Jonly subscription is confusing and feels unreliable.
FB001338,2025-05-16,Retailer Review,Setup & Onboarding,Jonly Hub Mini,5,1.0,,JNL002730,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001339,2025-05-23,Post-Contact Survey,Camera Hardware,Jonly Cam Outdoor,5,0.31,7.0,JNL002027,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001340,2025-06-13,In-App Survey,Subscription & Cloud,Jonly Secure Subscription,1,-0.94,3.0,,The Jonly app is slow and keeps freezing when I check live view on my Jonly Secure Subscription.
FB001341,2025-05-04,Social,Account & Billing,Jonly Cam Outdoor,4,0.85,9.0,JNL002444,"Very happy with my Jonly Cam Outdoor from Jonly, everything works smoothly."
FB001342,2025-07-03,Post-Contact Survey,Camera Hardware,Jonly Cam Outdoor,3,-0.17,9.0,,"Mixed feelings about my Jonly Cam Outdoor so far, some features are good and some are frustrating."
FB001343,2025-06-27,App Store Review,Camera Hardware,Jonly Cam Outdoor,3,-0.5,,JNL004519,The overall Jonly experience is okay but there is room for improvement in the Camera Hardware.
FB001344,2025-05-06,Social,Floodlight & Outdoor,Jonly Floodlight Max,2,-0.49,9.0,,My Jonly Floodlight Max from Jonly keeps going offline and support hasn’t fully resolved it.
FB001345,2025-07-13,In-App Survey,Camera Hardware,Jonly Cam Outdoor,3,0.17,7.0,JNL000277,The overall Jonly experience is okay but there is room for improvement in the Camera Hardware.
FB001346,2025-06-19,In-App Survey,Setup & Onboarding,Jonly Hub Plus,4,0.1,3.0,JNL000797,The video quality on my Jonly Hub Plus is excellent and notifications are reliable.
FB001347,2025-06-10,Play Store Review,Mobile App,Jonly Doorbell Pro,3,0.18,,JNL001082,"Mixed feelings about my Jonly Doorbell Pro so far, some features are good and some are frustrating."
FB001348,2025-06-08,Play Store Review,Mobile App,Jonly Cam Indoor,5,0.96,,JNL002891,"Very happy with my Jonly Cam Indoor from Jonly, everything works smoothly."
FB001349,2025-06-16,Play Store Review,Mobile App,Jonly Secure Subscription,3,1.0,,JNL005433,The overall Jonly experience is okay but there is room for improvement in the Mobile App.
FB001350,2025-05-17,App Store Review,Mobile App,Jonly Secure Subscription,5,0.38,,JNL005430,"Very happy with my Jonly Secure Subscription from Jonly, everything works smoothly."
FB001351,2025-07-06,Post-Contact Survey,Doorbell & Entry,Jonly Doorbell Pro,3,-0.06,7.0,JNL005282,"Mixed feelings about my Jonly Doorbell Pro so far, some features are good and some are frustrating."
FB001352,2025-07-31,App Store Review,Doorbell & Entry,Jonly Doorbell Pro,5,1.0,,JNL002141,"Very happy with my Jonly Doorbell Pro from Jonly, everything works smoothly."
FB001353,2025-06-13,Social,Account & Billing,Jonly Cam Indoor,4,0.77,7.0,JNL001956,"Very happy with my Jonly Cam Indoor from Jonly, everything works smoothly."
FB001354,2025-06-02,Post-Contact Survey,Camera Hardware,Jonly Cam Indoor,1,-0.84,9.0,JNL002216,Still having issues with the Camera Hardware despite multiple contacts with Jonly support.
FB001355,2025-07-23,Post-Contact Survey,Mobile App,Jonly Hub Mini,4,1.0,3.0,JNL002015,The Mobile App experience is much better after the latest update.
FB001356,2025-07-29,App Store Review,Floodlight & Outdoor,Jonly Floodlight Max,3,-0.08,,JNL000345,"Mixed feelings about my Jonly Floodlight Max so far, some features are good and some are frustrating."
FB001357,2025-05-11,Post-Contact Survey,Doorbell & Entry,Jonly Doorbell Pro,3,-0.51,5.0,JNL001620,"Mixed feelings about my Jonly Doorbell Pro so far, some features are good and some are frustrating."
FB001358,2025-05-29,Retailer Review,Doorbell & Entry,Jonly Doorbell Pro,5,1.0,,JNL001667,The Doorbell & Entry experience is much better after the latest update.
FB001359,2025-06-05,Post-Contact Survey,Account & Billing,Jonly Cam Outdoor,1,-0.7,10.0,,The Jonly app is slow and keeps freezing when I check live view on my Jonly Cam Outdoor.
FB001360,2025-06-17,Post-Contact Survey,Camera Hardware,Jonly Cam Indoor,4,0.69,10.0,,"Very happy with my Jonly Cam Indoor from Jonly, everything works smoothly."
FB001361,2025-06-16,App Store Review,Subscription & Cloud,Jonly Secure Subscription,4,0.65,,JNL000440,The video quality on my Jonly Secure Subscription is excellent and notifications are reliable.
FB001362,2025-06-03,Community,Camera Hardware,Jonly Cam Outdoor,3,-0.17,3.0,,The overall Jonly experience is okay but there is room for improvement in the Camera Hardware.
FB001363,2025-05-09,In-App Survey,Subscription & Cloud,Jonly Secure Subscription,2,-0.1,3.0,,The Jonly app is slow and keeps freezing when I check live view on my Jonly Secure Subscription.
FB001364,2025-07-05,Play Store Review,Account & Billing,Jonly Hub Mini,3,-0.06,,JNL001404,The overall Jonly experience is okay but there is room for improvement in the Account & Billing.
FB001365,2025-05-08,Play Store Review,Mobile App,Jonly Secure Subscription,3,-0.04,,,The overall Jonly experience is okay but there is room for improvement in the Mobile App.
FB001366,2025-05-25,App Store Review,Doorbell & Entry,Jonly Doorbell Pro,3,0.52,,JNL005114,The overall Jonly experience is okay but there is room for improvement in the Doorbell & Entry.
FB001367,2025-07-03,Social,Camera Hardware,Jonly Cam Outdoor,5,0.7,5.0,JNL000990,"Very happy with my Jonly Cam Outdoor from Jonly, everything works smoothly."
FB001368,2025-05-30,App Store Review,Subscription & Cloud,Jonly Secure Subscription,4,0.14,,,The Subscription & Cloud experience is much better after the latest update.
FB001369,2025-06-24,Play Store Review,Floodlight & Outdoor,Jonly Floodlight Max,1,-0.58,,JNL004877,Still having issues with the Floodlight & Outdoor despite multiple contacts with Jonly support.
FB001370,2025-06-30,Community,Account & Billing,Jonly Doorbell Pro,4,0.35,5.0,,"Very happy with my Jonly Doorbell Pro from Jonly, everything works smoothly."
FB001371,2025-07-02,App Store Review,Doorbell & Entry,Jonly Doorbell Pro,4,0.45,,JNL000804,"Very happy with my Jonly Doorbell Pro from Jonly, everything works smoothly."
FB001372,2025-07-02,Community,Camera Hardware,Jonly Cam Indoor,3,0.0,10.0,JNL001432,"Mixed feelings about my Jonly Cam Indoor so far, some features are good and some are frustrating."
FB001373,2025-05-12,Post-Contact Survey,Doorbell & Entry,Jonly Doorbell Pro,4,0.25,3.0,JNL003783,The Doorbell & Entry experience is much better after the latest update.
FB001374,2025-05-24,Post-Contact Survey,Floodlight & Outdoor,Jonly Floodlight Max,3,-0.64,9.0,JNL003375,"Mixed feelings about my Jonly Floodlight Max so far, some features are good and some are frustrating."
FB001375,2025-06-02,Post-Contact Survey,Camera Hardware,Jonly Cam Indoor,5,0.52,10.0,JNL002006,The Camera Hardware experience is much better after the latest update.
FB001376,2025-07-08,In-App Survey,Subscription & Cloud,Jonly Secure Subscription,4,0.64,9.0,,The Subscription & Cloud experience is much better after the latest update.
FB001377,2025-06-09,Community,Mobile App,Jonly Floodlight Max,5,1.0,7.0,JNL002821,The Mobile App experience is much better after the latest update.
FB001378,2025-05-27,Community,Setup & Onboarding,Jonly Cam Outdoor,4,0.59,3.0,JNL001800,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001379,2025-06-21,In-App Survey,Mobile App,Jonly Doorbell Pro,1,-0.38,9.0,,Still having issues with the Mobile App despite multiple contacts with Jonly support.
FB001380,2025-05-18,In-App Survey,Mobile App,Jonly Hub Plus,3,-0.71,7.0,,"Mixed feelings about my Jonly Hub Plus so far, some features are good and some are frustrating."
FB001381,2025-05-15,App Store Review,Setup & Onboarding,Jonly Floodlight Max,3,0.19,,JNL004306,"Mixed feelings about my Jonly Floodlight Max so far, some features are good and some are frustrating."
FB001382,2025-07-25,Post-Contact Survey,Doorbell & Entry,Jonly Doorbell Pro,1,-1.0,9.0,,Still having issues with the Doorbell & Entry despite multiple contacts with Jonly support.
FB001383,2025-05-20,Play Store Review,Camera Hardware,Jonly Cam Indoor,5,1.0,,JNL005122,"Very happy with my Jonly Cam Indoor from Jonly, everything works smoothly."
FB001384,2025-06-18,Community,Account & Billing,Jonly Hub Mini,5,0.89,10.0,,The video quality on my Jonly Hub Mini is excellent and notifications are reliable.
FB001385,2025-06-06,Post-Contact Survey,Mobile App,Jonly Doorbell Pro,5,1.0,0.0,JNL002861,The Mobile App experience is much better after the latest update.
FB001386,2025-07-08,Retailer Review,Mobile App,Jonly Floodlight Max,4,-0.37,,,The video quality on my Jonly Floodlight Max is excellent and notifications are reliable.
FB001387,2025-05-09,Post-Contact Survey,Camera Hardware,Jonly Cam Indoor,5,1.0,5.0,,The video quality on my Jonly Cam Indoor is excellent and notifications are reliable.
FB001388,2025-07-12,Play Store Review,Setup & Onboarding,Jonly Cam Outdoor,5,1.0,,JNL002482,"Very happy with my Jonly Cam Outdoor from Jonly, everything works smoothly."
FB001389,2025-05-22,App Store Review,Mobile App,Jonly Cam Outdoor,2,-0.38,,,The Jonly app is slow and keeps freezing when I check live view on my Jonly Cam Outdoor.
FB001390,2025-07-05,Play Store Review,Account & Billing,Jonly Hub Plus,4,0.6,,JNL005241,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001391,2025-07-10,In-App Survey,Setup & Onboarding,Jonly Doorbell Pro,2,-0.43,5.0,,Still having issues with the Setup & Onboarding despite multiple contacts with Jonly support.
FB001392,2025-05-13,Play Store Review,Floodlight & Outdoor,Jonly Floodlight Max,1,-0.62,,JNL002065,The Jonly app is slow and keeps freezing when I check live view on my Jonly Floodlight Max.
FB001393,2025-06-30,Play Store Review,Account & Billing,Jonly Cam Outdoor,4,0.36,,JNL004814,The video quality on my Jonly Cam Outdoor is excellent and notifications are reliable.
FB001394,2025-06-03,Post-Contact Survey,Account & Billing,Jonly Cam Outdoor,3,0.34,3.0,JNL004036,The overall Jonly experience is okay but there is room for improvement in the Account & Billing.
FB001395,2025-05-06,App Store Review,Account & Billing,Jonly Floodlight Max,4,-0.11,,JNL003235,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001396,2025-07-07,App Store Review,Account & Billing,Jonly Floodlight Max,2,-0.46,,,My Jonly Floodlight Max from Jonly keeps going offline and support hasn’t fully resolved it.
FB001397,2025-05-03,App Store Review,Setup & Onboarding,Jonly Floodlight Max,4,0.83,,,The Setup & Onboarding experience is much better after the latest update.
FB001398,2025-07-11,Community,Doorbell & Entry,Jonly Doorbell Pro,1,-0.97,9.0,,Billing for my Jonly subscription is confusing and feels unreliable.
FB001399,2025-05-14,Community,Floodlight & Outdoor,Jonly Floodlight Max,3,0.43,7.0,,"Mixed feelings about my Jonly Floodlight Max so far, some features are good and some are frustrating."
FB001400,2025-07-03,App Store Review,Camera Hardware,Jonly Cam Outdoor,3,0.22,,,The overall Jonly experience is okay but there is room for improvement in the Camera Hardware.
FB001401,2025-05-28,Post-Contact Survey,Floodlight & Outdoor,Jonly Floodlight Max,5,1.0,9.0,JNL004947,"Very happy with my Jonly Floodlight Max from Jonly, everything works smoothly."
FB001402,2025-06-17,Post-Contact Survey,Mobile App,Jonly Doorbell Pro,4,0.59,10.0,,The video quality on my Jonly Doorbell Pro is excellent and notifications are reliable.
FB001403,2025-06-09,Community,Doorbell & Entry,Jonly Doorbell Pro,4,-0.09,3.0,JNL004955,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001404,2025-05-18,Community,Setup & Onboarding,Jonly Cam Outdoor,4,0.53,7.0,JNL002748,The Setup & Onboarding experience is much better after the latest update.
FB001405,2025-05-31,Post-Contact Survey,Subscription & Cloud,Jonly Secure Subscription,3,-0.07,0.0,JNL003227,"Mixed feelings about my Jonly Secure Subscription so far, some features are good and some are frustrating."
FB001406,2025-06-08,Retailer Review,Mobile App,Jonly Doorbell Pro,4,0.54,,JNL002394,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001407,2025-06-10,Post-Contact Survey,Camera Hardware,Jonly Cam Outdoor,1,-1.0,5.0,JNL002221,The Jonly app is slow and keeps freezing when I check live view on my Jonly Cam Outdoor.
FB001408,2025-06-30,Retailer Review,Doorbell & Entry,Jonly Doorbell Pro,3,0.06,,,"Mixed feelings about my Jonly Doorbell Pro so far, some features are good and some are frustrating."
FB001409,2025-05-08,Post-Contact Survey,Doorbell & Entry,Jonly Doorbell Pro,4,0.26,7.0,JNL004409,The Doorbell & Entry experience is much better after the latest update.
FB001410,2025-07-28,In-App Survey,Subscription & Cloud,Jonly Secure Subscription,4,0.51,5.0,JNL005138,"Very happy with my Jonly Secure Subscription from Jonly, everything works smoothly."
FB001411,2025-07-04,App Store Review,Subscription & Cloud,Jonly Secure Subscription,2,-0.62,,JNL001509,My Jonly Secure Subscription from Jonly keeps going offline and support hasn’t fully resolved it.
FB001412,2025-05-21,App Store Review,Doorbell & Entry,Jonly Doorbell Pro,4,-0.14,,JNL001237,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001413,2025-06-16,In-App Survey,Mobile App,Jonly Floodlight Max,1,-1.0,9.0,JNL002880,My Jonly Floodlight Max from Jonly keeps going offline and support hasn’t fully resolved it.
FB001414,2025-06-01,Play Store Review,Account & Billing,Jonly Secure Subscription,2,-0.62,,JNL002610,The Jonly app is slow and keeps freezing when I check live view on my Jonly Secure Subscription.
FB001415,2025-06-15,Post-Contact Survey,Doorbell & Entry,Jonly Doorbell Pro,5,1.0,9.0,,The Doorbell & Entry experience is much better after the latest update.
FB001416,2025-06-13,Play Store Review,Subscription & Cloud,Jonly Secure Subscription,3,0.73,,JNL000075,The overall Jonly experience is okay but there is room for improvement in the Subscription & Cloud.
FB001417,2025-05-29,Social,Doorbell & Entry,Jonly Doorbell Pro,4,0.79,10.0,,"Very happy with my Jonly Doorbell Pro from Jonly, everything works smoothly."
FB001418,2025-07-03,Post-Contact Survey,Floodlight & Outdoor,Jonly Floodlight Max,3,-0.13,3.0,,"Mixed feelings about my Jonly Floodlight Max so far, some features are good and some are frustrating."
FB001419,2025-06-17,Community,Setup & Onboarding,Jonly Doorbell Pro,3,-0.24,7.0,JNL005384,"Mixed feelings about my Jonly Doorbell Pro so far, some features are good and some are frustrating."
FB001420,2025-05-19,Community,Camera Hardware,Jonly Cam Indoor,4,0.81,9.0,,"Very happy with my Jonly Cam Indoor from Jonly, everything works smoothly."
FB001421,2025-05-11,In-App Survey,Doorbell & Entry,Jonly Doorbell Pro,5,1.0,9.0,,The video quality on my Jonly Doorbell Pro is excellent and notifications are reliable.
FB001422,2025-05-21,Post-Contact Survey,Account & Billing,Jonly Floodlight Max,4,0.54,5.0,JNL002076,The video quality on my Jonly Floodlight Max is excellent and notifications are reliable.
FB001423,2025-06-15,App Store Review,Floodlight & Outdoor,Jonly Floodlight Max,4,0.97,,JNL005112,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001424,2025-06-03,App Store Review,Setup & Onboarding,Jonly Cam Indoor,5,1.0,,JNL002424,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001425,2025-05-01,In-App Survey,Setup & Onboarding,Jonly Cam Outdoor,5,0.98,3.0,JNL005177,The video quality on my Jonly Cam Outdoor is excellent and notifications are reliable.
FB001426,2025-06-08,Play Store Review,Floodlight & Outdoor,Jonly Floodlight Max,5,0.7,,,"Very happy with my Jonly Floodlight Max from Jonly, everything works smoothly."
FB001427,2025-07-15,Post-Contact Survey,Camera Hardware,Jonly Cam Outdoor,4,0.42,7.0,,The video quality on my Jonly Cam Outdoor is excellent and notifications are reliable.
FB001428,2025-05-29,Community,Doorbell & Entry,Jonly Doorbell Pro,5,1.0,3.0,JNL000148,"Very happy with my Jonly Doorbell Pro from Jonly, everything works smoothly."
FB001429,2025-07-10,Retailer Review,Doorbell & Entry,Jonly Doorbell Pro,5,1.0,,,"Very happy with my Jonly Doorbell Pro from Jonly, everything works smoothly."
FB001430,2025-07-06,In-App Survey,Camera Hardware,Jonly Cam Outdoor,2,-0.9,3.0,JNL003668,Billing for my Jonly subscription is confusing and feels unreliable.
FB001431,2025-07-12,Retailer Review,Setup & Onboarding,Jonly Hub Plus,5,0.65,,,The Setup & Onboarding experience is much better after the latest update.
FB001432,2025-07-11,Post-Contact Survey,Mobile App,Jonly Secure Subscription,2,-1.0,10.0,,My Jonly Secure Subscription from Jonly keeps going offline and support hasn’t fully resolved it.
FB001433,2025-07-30,App Store Review,Mobile App,Jonly Doorbell Pro,5,1.0,,JNL002665,The video quality on my Jonly Doorbell Pro is excellent and notifications are reliable.
FB001434,2025-05-28,Post-Contact Survey,Floodlight & Outdoor,Jonly Floodlight Max,4,1.0,9.0,JNL002224,The Floodlight & Outdoor experience is much better after the latest update.
FB001435,2025-07-04,App Store Review,Doorbell & Entry,Jonly Doorbell Pro,4,0.41,,JNL004725,"Very happy with my Jonly Doorbell Pro from Jonly, everything works smoothly."
FB001436,2025-07-12,Play Store Review,Setup & Onboarding,Jonly Cam Indoor,3,-0.76,,,The overall Jonly experience is okay but there is room for improvement in the Setup & Onboarding.
FB001437,2025-06-09,Community,Subscription & Cloud,Jonly Secure Subscription,3,0.65,10.0,,"Mixed feelings about my Jonly Secure Subscription so far, some features are good and some are frustrating."
FB001438,2025-06-09,In-App Survey,Setup & Onboarding,Jonly Doorbell Pro,5,0.83,9.0,JNL001981,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001439,2025-05-26,Post-Contact Survey,Doorbell & Entry,Jonly Doorbell Pro,5,1.0,10.0,,"Very happy with my Jonly Doorbell Pro from Jonly, everything works smoothly."
FB001440,2025-05-23,Play Store Review,Camera Hardware,Jonly Cam Outdoor,5,1.0,,JNL003339,"Very happy with my Jonly Cam Outdoor from Jonly, everything works smoothly."
FB001441,2025-06-17,Post-Contact Survey,Doorbell & Entry,Jonly Doorbell Pro,1,-1.0,10.0,,My Jonly Doorbell Pro from Jonly keeps going offline and support hasn’t fully resolved it.
FB001442,2025-05-02,App Store Review,Subscription & Cloud,Jonly Secure Subscription,2,-1.0,,JNL002952,Billing for my Jonly subscription is confusing and feels unreliable.
FB001443,2025-05-03,Play Store Review,Floodlight & Outdoor,Jonly Floodlight Max,1,-0.96,,JNL004712,My Jonly Floodlight Max from Jonly keeps going offline and support hasn’t fully resolved it.
FB001444,2025-06-08,Post-Contact Survey,Subscription & Cloud,Jonly Secure Subscription,3,0.04,5.0,,"Mixed feelings about my Jonly Secure Subscription so far, some features are good and some are frustrating."
FB001445,2025-05-21,Play Store Review,Floodlight & Outdoor,Jonly Floodlight Max,1,-0.92,,,The Jonly app is slow and keeps freezing when I check live view on my Jonly Floodlight Max.
FB001446,2025-05-22,Post-Contact Survey,Mobile App,Jonly Hub Mini,5,0.8,9.0,JNL000506,The Mobile App experience is much better after the latest update.
FB001447,2025-07-29,Play Store Review,Doorbell & Entry,Jonly Doorbell Pro,5,1.0,,JNL004265,The Doorbell & Entry experience is much better after the latest update.
FB001448,2025-05-04,Retailer Review,Floodlight & Outdoor,Jonly Floodlight Max,2,0.33,,,Still having issues with the Floodlight & Outdoor despite multiple contacts with Jonly support.
FB001449,2025-07-28,In-App Survey,Floodlight & Outdoor,Jonly Floodlight Max,4,0.46,9.0,JNL003138,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001450,2025-07-29,Community,Camera Hardware,Jonly Cam Outdoor,5,0.84,5.0,,The Camera Hardware experience is much better after the latest update.
FB001451,2025-06-27,Post-Contact Survey,Subscription & Cloud,Jonly Secure Subscription,5,0.79,9.0,JNL003890,The Subscription & Cloud experience is much better after the latest update.
FB001452,2025-07-26,Post-Contact Survey,Mobile App,Jonly Floodlight Max,3,-0.4,7.0,JNL003591,"Mixed feelings about my Jonly Floodlight Max so far, some features are good and some are frustrating."
FB001453,2025-05-01,In-App Survey,Floodlight & Outdoor,Jonly Floodlight Max,5,0.78,9.0,JNL002132,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001454,2025-05-24,In-App Survey,Setup & Onboarding,Jonly Secure Subscription,4,0.99,7.0,JNL003159,The video quality on my Jonly Secure Subscription is excellent and notifications are reliable.
FB001455,2025-07-26,Play Store Review,Account & Billing,Jonly Secure Subscription,4,0.7,,JNL001671,The video quality on my Jonly Secure Subscription is excellent and notifications are reliable.
FB001456,2025-06-09,Post-Contact Survey,Camera Hardware,Jonly Cam Indoor,3,0.02,9.0,JNL003345,The overall Jonly experience is okay but there is room for improvement in the Camera Hardware.
FB001457,2025-06-11,Post-Contact Survey,Account & Billing,Jonly Cam Outdoor,2,-0.25,5.0,,Billing for my Jonly subscription is confusing and feels unreliable.
FB001458,2025-06-16,Community,Mobile App,Jonly Secure Subscription,3,-0.25,3.0,JNL002285,"Mixed feelings about my Jonly Secure Subscription so far, some features are good and some are frustrating."
FB001459,2025-07-24,Post-Contact Survey,Floodlight & Outdoor,Jonly Floodlight Max,5,1.0,7.0,,The video quality on my Jonly Floodlight Max is excellent and notifications are reliable.
FB001460,2025-07-04,Post-Contact Survey,Doorbell & Entry,Jonly Doorbell Pro,3,0.23,9.0,,"Mixed feelings about my Jonly Doorbell Pro so far, some features are good and some are frustrating."
FB001461,2025-07-02,Post-Contact Survey,Subscription & Cloud,Jonly Secure Subscription,5,1.0,0.0,JNL003241,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001462,2025-06-01,Post-Contact Survey,Doorbell & Entry,Jonly Doorbell Pro,4,0.85,9.0,,"Very happy with my Jonly Doorbell Pro from Jonly, everything works smoothly."
FB001463,2025-05-24,App Store Review,Setup & Onboarding,Jonly Cam Indoor,5,1.0,,JNL000097,"Very happy with my Jonly Cam Indoor from Jonly, everything works smoothly."
FB001464,2025-07-14,App Store Review,Floodlight & Outdoor,Jonly Floodlight Max,2,-1.0,,JNL004641,Billing for my Jonly subscription is confusing and feels unreliable.
FB001465,2025-06-22,Post-Contact Survey,Subscription & Cloud,Jonly Secure Subscription,5,1.0,5.0,JNL002948,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001466,2025-06-12,Play Store Review,Subscription & Cloud,Jonly Secure Subscription,3,-0.26,,,The overall Jonly experience is okay but there is room for improvement in the Subscription & Cloud.
FB001467,2025-06-17,Play Store Review,Mobile App,Jonly Doorbell Pro,5,0.63,,,"Very happy with my Jonly Doorbell Pro from Jonly, everything works smoothly."
FB001468,2025-05-21,In-App Survey,Setup & Onboarding,Jonly Hub Plus,4,1.0,9.0,,The video quality on my Jonly Hub Plus is excellent and notifications are reliable.
FB001469,2025-07-13,Community,Floodlight & Outdoor,Jonly Floodlight Max,2,-0.65,5.0,,Still having issues with the Floodlight & Outdoor despite multiple contacts with Jonly support.
FB001470,2025-07-31,In-App Survey,Subscription & Cloud,Jonly Secure Subscription,5,1.0,7.0,,The Subscription & Cloud experience is much better after the latest update.
FB001471,2025-07-20,Post-Contact Survey,Setup & Onboarding,Jonly Hub Mini,1,-1.0,10.0,JNL005193,Still having issues with the Setup & Onboarding despite multiple contacts with Jonly support.
FB001472,2025-06-20,Post-Contact Survey,Camera Hardware,Jonly Cam Outdoor,1,-1.0,9.0,,My Jonly Cam Outdoor from Jonly keeps going offline and support hasn’t fully resolved it.
FB001473,2025-07-04,Social,Mobile App,Jonly Doorbell Pro,2,-1.0,9.0,,Billing for my Jonly subscription is confusing and feels unreliable.
FB001474,2025-06-25,Post-Contact Survey,Floodlight & Outdoor,Jonly Floodlight Max,5,1.0,10.0,JNL004095,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001475,2025-06-02,App Store Review,Doorbell & Entry,Jonly Doorbell Pro,5,1.0,,JNL001522,The Doorbell & Entry experience is much better after the latest update.
FB001476,2025-06-24,Social,Mobile App,Jonly Secure Subscription,5,1.0,3.0,JNL004270,The video quality on my Jonly Secure Subscription is excellent and notifications are reliable.
FB001477,2025-06-23,Post-Contact Survey,Account & Billing,Jonly Secure Subscription,4,0.48,5.0,,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001478,2025-06-29,Retailer Review,Subscription & Cloud,Jonly Secure Subscription,5,0.62,,JNL002775,"Very happy with my Jonly Secure Subscription from Jonly, everything works smoothly."
FB001479,2025-06-24,In-App Survey,Subscription & Cloud,Jonly Secure Subscription,4,0.31,10.0,,"Very happy with my Jonly Secure Subscription from Jonly, everything works smoothly."
FB001480,2025-05-06,App Store Review,Mobile App,Jonly Hub Plus,3,0.11,,JNL004701,The overall Jonly experience is okay but there is room for improvement in the Mobile App.
FB001481,2025-05-22,In-App Survey,Setup & Onboarding,Jonly Secure Subscription,3,0.09,10.0,JNL003307,The overall Jonly experience is okay but there is room for improvement in the Setup & Onboarding.
FB001482,2025-05-05,Community,Account & Billing,Jonly Cam Outdoor,2,-0.23,10.0,JNL002244,The Jonly app is slow and keeps freezing when I check live view on my Jonly Cam Outdoor.
FB001483,2025-06-02,In-App Survey,Doorbell & Entry,Jonly Doorbell Pro,5,0.83,9.0,JNL001956,"Very happy with my Jonly Doorbell Pro from Jonly, everything works smoothly."
FB001484,2025-05-17,Social,Mobile App,Jonly Floodlight Max,5,1.0,9.0,,"Very happy with my Jonly Floodlight Max from Jonly, everything works smoothly."
FB001485,2025-05-26,Play Store Review,Doorbell & Entry,Jonly Doorbell Pro,5,1.0,,,The video quality on my Jonly Doorbell Pro is excellent and notifications are reliable.
FB001486,2025-07-03,Play Store Review,Doorbell & Entry,Jonly Doorbell Pro,4,0.66,,,The Doorbell & Entry experience is much better after the latest update.
FB001487,2025-06-01,Post-Contact Survey,Mobile App,Jonly Secure Subscription,3,-0.03,9.0,JNL003149,"Mixed feelings about my Jonly Secure Subscription so far, some features are good and some are frustrating."
FB001488,2025-07-10,In-App Survey,Setup & Onboarding,Jonly Secure Subscription,3,-0.33,7.0,,"Mixed feelings about my Jonly Secure Subscription so far, some features are good and some are frustrating."
FB001489,2025-05-27,Retailer Review,Subscription & Cloud,Jonly Secure Subscription,2,-1.0,,JNL001834,Billing for my Jonly subscription is confusing and feels unreliable.
FB001490,2025-05-07,Post-Contact Survey,Doorbell & Entry,Jonly Doorbell Pro,3,0.03,5.0,JNL004662,The overall Jonly experience is okay but there is room for improvement in the Doorbell & Entry.
FB001491,2025-06-30,Post-Contact Survey,Floodlight & Outdoor,Jonly Floodlight Max,2,-0.41,9.0,JNL004238,Still having issues with the Floodlight & Outdoor despite multiple contacts with Jonly support.
FB001492,2025-06-08,Play Store Review,Account & Billing,Jonly Hub Mini,5,1.0,,JNL002664,The Account & Billing experience is much better after the latest update.
FB001493,2025-06-06,Post-Contact Survey,Camera Hardware,Jonly Cam Outdoor,3,-0.08,7.0,JNL005155,The overall Jonly experience is okay but there is room for improvement in the Camera Hardware.
FB001494,2025-07-01,Play Store Review,Subscription & Cloud,Jonly Secure Subscription,4,-0.19,,JNL004124,"Very happy with my Jonly Secure Subscription from Jonly, everything works smoothly."
FB001495,2025-06-15,Post-Contact Survey,Floodlight & Outdoor,Jonly Floodlight Max,2,-0.45,5.0,,Still having issues with the Floodlight & Outdoor despite multiple contacts with Jonly support.
FB001496,2025-06-14,Play Store Review,Subscription & Cloud,Jonly Secure Subscription,3,-0.09,,JNL003831,The overall Jonly experience is okay but there is room for improvement in the Subscription & Cloud.
FB001497,2025-05-07,In-App Survey,Account & Billing,Jonly Cam Outdoor,5,0.44,5.0,JNL002410,Customer care resolved my issue quickly and the Jonly app feels great now.
FB001498,2025-05-12,App Store Review,Floodlight & Outdoor,Jonly Floodlight Max,4,0.01,,,The Floodlight & Outdoor experience is much better after the latest update.
